ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
120988,Female,12,Returning,Business,Business,1502,0,0,1,2,5,4,1,4,4,2,4,4,5,1,4,4,Satisfied
120989,Female,46,Returning,Business,Business,2710,0,0,2,3,3,5,2,5,4,5,3,3,5,2,5,5,Satisfied
120990,Male,46,Returning,Business,Business,993,0,5,5,5,2,3,5,2,3,2,3,1,2,2,2,2,Neutral or Dissatisfied
120991,Female,40,Returning,Business,Business,920,3,5,4,2,1,3,4,3,3,3,2,3,3,3,3,3,Neutral or Dissatisfied
120992,Female,30,First-time,Business,Economy,861,2,15,4,4,3,4,3,2,5,1,5,5,3,4,5,3,Neutral or Dissatisfied
120993,Female,69,Returning,Business,Economy,861,6,16,4,2,4,3,4,2,4,3,4,3,2,3,2,2,Neutral or Dissatisfied
120994,Male,49,Returning,Business,Economy,920,0,0,2,2,4,1,2,1,1,5,1,1,3,1,1,3,Neutral or Dissatisfied
120995,Female,37,Returning,Business,Business,1013,0,0,3,3,2,4,3,3,3,3,3,1,3,3,3,3,Neutral or Dissatisfied
120996,Male,46,Returning,Business,Business,592,0,0,4,4,3,4,4,3,5,4,2,4,3,4,3,3,Satisfied
120997,Female,37,Returning,Business,Business,1563,0,35,1,1,1,3,1,5,4,5,2,1,5,1,5,5,Satisfied
120998,Female,54,Returning,Business,Economy,520,7,104,2,4,2,3,4,4,4,4,1,5,4,4,4,4,Neutral or Dissatisfied
120999,Female,24,First-time,Business,Economy,520,97,95,2,1,1,1,3,1,5,4,5,5,3,1,5,4,Neutral or Dissatisfied
121000,Male,59,Returning,Personal,Economy,993,0,0,4,1,3,1,2,4,1,4,1,1,4,1,1,5,Neutral or Dissatisfied
121001,Male,22,Returning,Personal,Economy,861,27,37,4,4,5,4,4,4,3,3,3,3,4,4,3,5,Satisfied
121002,Female,59,Returning,Personal,Economy,861,231,341,5,4,5,5,2,4,5,5,5,4,5,4,3,4,Satisfied
121003,Male,13,Returning,Personal,Economy,951,255,252,4,3,1,4,4,3,1,3,1,3,2,3,1,1,Neutral or Dissatisfied
121004,Female,62,Returning,Personal,Economy,861,10,17,4,3,3,5,3,4,4,3,3,4,4,3,4,1,Neutral or Dissatisfied
121005,Male,61,Returning,Personal,Economy,861,0,26,2,1,4,1,2,1,2,4,4,4,3,2,4,2,Neutral or Dissatisfied
121006,Male,69,Returning,Personal,Economy,992,0,0,5,1,3,1,2,4,3,2,3,3,4,1,3,4,Neutral or Dissatisfied
121007,Female,49,Returning,Personal,Economy,920,0,0,4,2,4,5,4,4,4,2,3,3,4,3,4,4,Neutral or Dissatisfied
121008,Female,64,Returning,Personal,Economy,992,24,10,4,3,5,4,1,5,4,3,5,2,5,3,5,5,Neutral or Dissatisfied
121009,Female,68,Returning,Personal,Economy,861,0,0,5,1,4,4,2,5,4,1,3,3,5,1,5,5,Neutral or Dissatisfied
121010,Female,34,Returning,Personal,Economy,920,9,0,4,4,5,4,5,3,5,5,4,4,4,4,4,5,Satisfied
121011,Female,59,Returning,Personal,Economy,951,0,25,3,3,1,4,1,4,4,3,2,5,4,3,4,5,Neutral or Dissatisfied
121012,Female,55,Returning,Personal,Economy,951,0,0,4,1,2,4,3,4,3,1,1,5,4,1,4,4,Neutral or Dissatisfied
121013,Male,30,Returning,Personal,Economy,861,0,14,4,1,4,1,2,5,1,3,4,4,5,1,4,4,Neutral or Dissatisfied
121014,Male,18,Returning,Personal,Economy,861,0,12,4,3,5,3,3,4,1,2,1,1,5,3,1,5,Neutral or Dissatisfied
121015,Female,41,Returning,Personal,Economy,861,0,10,5,2,3,2,3,4,3,4,3,3,4,2,3,4,Neutral or Dissatisfied
121016,Female,35,Returning,Personal,Economy,992,13,23,4,3,5,3,3,3,5,5,5,5,4,3,5,4,Neutral or Dissatisfied
121017,Male,38,Returning,Personal,Economy,951,27,13,5,4,5,4,5,4,2,3,2,2,4,4,2,5,Neutral or Dissatisfied
121018,Male,54,Returning,Personal,Economy,920,2,1,5,2,3,2,1,4,3,2,3,3,4,2,3,4,Neutral or Dissatisfied
121019,Female,23,Returning,Personal,Economy,993,13,0,4,3,3,3,1,4,3,5,4,4,4,3,4,4,Neutral or Dissatisfied
121020,Male,18,Returning,Personal,Economy,861,0,0,3,4,1,4,3,2,4,4,4,4,4,4,4,5,Satisfied
121021,Male,44,Returning,Personal,Economy,920,14,1,4,1,4,1,3,3,4,4,4,4,5,2,4,4,Neutral or Dissatisfied
121022,Male,26,Returning,Personal,Economy,992,18,64,5,3,4,3,1,5,5,5,5,5,5,3,5,4,Neutral or Dissatisfied
121023,Female,65,Returning,Personal,Economy,993,0,55,5,2,4,5,4,5,4,2,5,5,5,2,5,4,Neutral or Dissatisfied
121024,Male,39,Returning,Personal,Economy,992,0,14,4,4,3,4,3,4,2,4,2,2,4,4,2,4,Neutral or Dissatisfied
121025,Male,49,Returning,Personal,Economy,861,0,0,4,1,4,1,4,2,4,1,4,4,3,0,4,4,Satisfied
121026,Female,41,Returning,Personal,Economy,861,0,0,4,1,3,1,5,4,5,2,2,2,4,1,2,5,Neutral or Dissatisfied
121027,Male,27,Returning,Personal,Economy,993,0,24,4,1,3,1,3,2,2,4,2,2,4,1,2,3,Neutral or Dissatisfied
121028,Male,35,Returning,Personal,Economy,992,2,,4,2,3,2,3,4,3,4,3,3,5,3,3,5,Neutral or Dissatisfied
121029,Female,46,Returning,Personal,Economy,1013,3,0,2,2,4,3,3,2,3,2,1,5,2,2,2,2,Neutral or Dissatisfied
121030,Female,12,Returning,Personal,Economy,951,0,2,2,2,2,2,3,2,4,1,5,5,4,3,5,4,Neutral or Dissatisfied
121031,Male,24,Returning,Personal,Economy,920,0,4,4,3,3,3,4,5,3,4,3,3,4,3,3,5,Neutral or Dissatisfied
121032,Female,23,Returning,Personal,Economy,861,0,40,4,2,5,2,3,5,2,3,4,4,5,2,4,4,Neutral or Dissatisfied
121033,Female,56,Returning,Personal,Economy,993,27,64,5,3,4,4,3,5,5,3,4,4,5,3,5,5,Neutral or Dissatisfied
121034,Female,25,Returning,Personal,Economy,951,0,0,5,2,2,2,2,2,1,4,2,2,1,2,2,4,Neutral or Dissatisfied
121035,Male,18,Returning,Personal,Economy,920,0,0,5,4,4,4,3,4,4,5,4,4,4,5,4,4,Satisfied
121036,Female,37,Returning,Personal,Economy,920,1,0,4,2,5,2,3,4,3,3,3,3,5,3,3,5,Neutral or Dissatisfied
121037,Female,27,Returning,Personal,Economy,992,28,43,5,3,3,3,2,4,4,4,4,4,4,3,4,5,Neutral or Dissatisfied
121038,Male,68,Returning,Personal,Economy,861,0,0,4,0,3,0,3,4,5,2,5,5,5,0,5,4,Satisfied
121039,Male,45,Returning,Personal,Economy,993,0,0,4,2,4,2,4,4,2,3,2,2,4,2,2,4,Neutral or Dissatisfied
121040,Female,58,Returning,Personal,Economy,951,0,0,2,2,2,2,3,1,3,2,3,3,1,2,1,5,Neutral or Dissatisfied
121041,Male,55,Returning,Personal,Economy,992,0,31,5,2,4,2,4,5,5,4,5,5,5,2,5,5,Neutral or Dissatisfied
121042,Female,68,Returning,Personal,Economy,861,0,29,5,2,4,2,1,5,3,2,4,1,5,2,5,5,Neutral or Dissatisfied
121043,Female,20,Returning,Personal,Economy,1013,0,0,1,2,4,2,3,3,4,1,1,1,3,2,1,4,Neutral or Dissatisfied
121044,Male,29,Returning,Personal,Economy,992,0,10,4,2,4,2,3,4,5,3,5,5,4,2,5,5,Neutral or Dissatisfied
121045,Female,52,Returning,Personal,Economy,861,0,7,4,2,1,3,3,5,4,2,3,4,5,2,5,2,Neutral or Dissatisfied
121046,Male,20,Returning,Personal,Economy,1013,0,0,5,4,5,4,4,3,1,5,1,1,4,4,1,5,Neutral or Dissatisfied
121047,Male,10,Returning,Personal,Economy,992,2,3,1,2,2,2,1,2,2,4,3,3,1,2,3,1,Neutral or Dissatisfied
121048,Male,8,Returning,Personal,Economy,993,0,5,3,2,3,2,4,4,2,5,2,2,4,2,2,3,Neutral or Dissatisfied
121049,Female,16,Returning,Personal,Economy,992,0,0,5,3,3,3,4,3,1,5,1,1,4,3,1,5,Neutral or Dissatisfied
121050,Male,38,Returning,Personal,Economy,1013,0,0,2,5,1,5,2,1,5,4,5,5,3,5,5,3,Satisfied
121051,Female,51,Returning,Personal,Economy,920,0,0,5,2,3,5,3,4,4,2,5,5,4,2,4,4,Neutral or Dissatisfied
121052,Female,52,Returning,Personal,Economy,861,5,0,5,1,5,4,4,5,4,1,4,4,5,1,5,5,Neutral or Dissatisfied
121053,Female,22,Returning,Personal,Economy,992,0,0,4,3,3,3,1,3,1,2,2,2,5,2,2,4,Neutral or Dissatisfied
121054,Female,31,Returning,Personal,Economy,993,0,0,2,1,4,1,3,4,5,3,5,5,3,1,5,4,Neutral or Dissatisfied
121055,Male,32,First-time,Personal,Economy,1013,0,0,3,3,1,3,3,3,4,1,4,4,4,3,4,4,Neutral or Dissatisfied
121056,Male,62,Returning,Personal,Economy,1013,0,8,4,2,4,2,3,2,4,1,4,4,4,2,4,3,Neutral or Dissatisfied
121057,Female,48,Returning,Personal,Economy,951,6,0,5,2,4,4,1,4,5,2,1,2,4,2,4,4,Neutral or Dissatisfied
121058,Female,59,Returning,Personal,Economy,920,10,9,2,3,3,3,3,3,4,3,2,2,3,3,3,3,Neutral or Dissatisfied
121059,Female,46,Returning,Personal,Economy,992,0,0,4,3,3,5,2,5,5,3,5,5,5,3,5,1,Neutral or Dissatisfied
121060,Female,57,Returning,Personal,Economy,1013,35,60,1,1,1,3,2,2,2,1,3,5,2,1,2,2,Neutral or Dissatisfied
121061,Female,43,Returning,Personal,Economy,1013,14,5,1,2,3,4,3,5,4,2,3,5,5,2,5,5,Neutral or Dissatisfied
121062,Male,19,Returning,Personal,Economy,861,14,1,5,1,4,1,3,3,4,2,4,4,4,1,4,4,Neutral or Dissatisfied
121063,Male,50,Returning,Business,Business,2045,0,24,5,4,4,4,5,4,4,4,4,4,4,5,4,4,Satisfied
121064,Male,46,Returning,Business,Business,3270,0,0,5,5,5,5,5,4,4,4,4,4,4,5,4,4,Satisfied
121065,Female,56,Returning,Business,Business,2892,34,24,2,2,4,4,2,2,4,2,3,5,2,2,2,2,Satisfied
121066,Male,21,First-time,Business,Economy,993,0,0,4,4,4,4,3,5,5,3,5,5,4,4,5,5,Satisfied
121067,Male,50,Returning,Business,Business,861,0,0,5,4,4,5,5,4,4,4,5,5,4,5,4,4,Satisfied
121068,Female,25,Returning,Business,Business,861,0,0,2,2,5,2,2,5,2,4,2,2,5,2,2,4,Satisfied
121069,Female,48,Returning,Business,Business,951,0,0,1,1,5,4,1,3,5,3,3,5,3,1,3,3,Satisfied
121070,Male,38,Returning,Business,Business,2616,14,10,3,3,4,4,3,5,5,5,5,3,5,3,5,5,Satisfied
121071,Female,39,Returning,Business,Economy Plus,861,4,15,2,2,4,3,2,4,3,5,3,3,1,3,3,2,Neutral or Dissatisfied
121072,Male,30,Returning,Business,Business,3218,0,0,4,4,3,2,4,3,2,4,2,2,5,4,2,5,Satisfied
121073,Female,30,First-time,Business,Economy Plus,861,54,70,3,3,3,3,3,1,5,3,5,5,3,3,5,3,Neutral or Dissatisfied
121074,Male,50,Returning,Business,Economy Plus,951,0,18,2,2,3,1,2,3,1,2,1,1,4,1,1,4,Neutral or Dissatisfied
121075,Male,26,Returning,Business,Economy Plus,992,9,1,1,2,2,2,1,4,3,2,2,2,4,2,2,4,Neutral or Dissatisfied
121076,Female,15,Returning,Business,Economy Plus,920,169,173,5,5,4,1,5,1,4,3,4,4,3,4,3,3,Neutral or Dissatisfied
121077,Male,38,First-time,Business,Economy Plus,613,0,0,1,1,2,1,2,2,1,3,1,1,3,1,1,5,Neutral or Dissatisfied
121078,Male,35,Returning,Personal,Economy Plus,951,0,21,4,4,2,4,4,4,4,5,4,4,4,3,4,3,Neutral or Dissatisfied
121079,Male,23,Returning,Personal,Economy Plus,861,0,37,4,4,5,4,2,4,5,4,5,5,4,4,5,5,Neutral or Dissatisfied
121080,Male,15,Returning,Personal,Economy Plus,861,2,10,3,1,2,1,3,3,3,4,1,1,3,1,1,3,Neutral or Dissatisfied
121081,Female,62,Returning,Personal,Economy Plus,993,79,71,5,2,5,5,1,2,5,2,5,5,2,2,2,2,Neutral or Dissatisfied
121082,Female,9,Returning,Personal,Economy Plus,920,0,0,5,4,3,4,3,4,3,5,2,2,5,3,2,4,Neutral or Dissatisfied
121083,Female,70,Returning,Personal,Economy Plus,1013,0,0,1,2,3,4,4,3,4,2,1,4,3,1,3,3,Neutral or Dissatisfied
121084,Male,47,Returning,Business,Business,2013,14,8,1,1,4,5,1,4,4,4,4,2,4,1,4,4,Satisfied
121085,Male,60,Returning,Business,Business,196,18,22,5,4,3,4,4,5,5,5,4,5,5,4,5,5,Satisfied
121086,Female,53,Returning,Personal,Economy,196,0,0,5,3,3,5,1,1,4,3,4,5,1,3,1,1,Neutral or Dissatisfied
121087,Female,47,Returning,Personal,Economy,196,0,0,4,4,4,5,1,3,5,4,5,2,3,4,3,3,Neutral or Dissatisfied
121088,Male,47,Returning,Personal,Economy,196,0,18,4,3,3,3,2,5,1,2,1,1,5,3,1,5,Neutral or Dissatisfied
121089,Male,58,Returning,Personal,Economy,196,0,5,4,2,5,2,3,3,4,2,4,4,5,2,4,4,Neutral or Dissatisfied
121090,Male,42,Returning,Business,Business,1558,2,0,4,4,4,5,4,5,5,5,4,3,5,4,5,5,Satisfied
121091,Male,24,Returning,Business,Business,1558,0,16,1,1,1,4,1,4,4,2,4,4,3,4,4,4,Neutral or Dissatisfied
121092,Female,46,Returning,Business,Business,1558,0,0,3,3,3,5,3,3,4,4,3,5,3,3,3,3,Satisfied
121093,Male,36,Returning,Business,Economy,1158,0,0,5,5,3,5,5,2,4,2,4,4,4,4,4,5,Satisfied
121094,Female,46,Returning,Business,Business,1158,0,0,4,4,4,4,4,4,3,4,3,1,4,4,4,4,Satisfied
121095,Female,31,Returning,Personal,Economy,1558,25,43,5,1,4,1,4,4,3,4,3,3,5,1,3,4,Neutral or Dissatisfied
121096,Male,55,Returning,Personal,Economy,1558,0,5,4,1,4,1,1,5,3,5,3,3,4,1,3,3,Neutral or Dissatisfied
121097,Male,14,Returning,Personal,Economy,1558,0,4,5,1,4,1,4,5,1,3,1,1,4,2,1,3,Neutral or Dissatisfied
121098,Male,44,Returning,Personal,Economy,1558,3,8,5,3,4,3,5,4,4,3,4,4,4,3,4,5,Neutral or Dissatisfied
121099,Male,48,Returning,Business,Business,1558,0,3,2,2,5,4,2,4,5,4,5,4,4,2,4,4,Satisfied
121100,Male,51,Returning,Personal,Economy Plus,1558,67,143,5,3,4,4,2,5,4,5,4,3,3,3,5,5,Neutral or Dissatisfied
121101,Male,58,Returning,Business,Business,2370,1,0,2,2,4,3,2,3,4,3,3,4,3,2,3,3,Satisfied
121102,Female,42,Returning,Business,Business,2521,68,58,5,5,5,5,5,4,5,5,5,5,3,5,5,4,Satisfied
121103,Male,31,Returning,Business,Business,2402,0,0,5,5,5,5,5,4,5,4,5,5,4,5,5,3,Satisfied
121104,Female,46,First-time,Business,Business,2370,0,0,5,5,3,5,3,4,4,5,5,5,4,5,5,5,Satisfied
121105,Female,46,Returning,Business,Business,2402,21,53,3,3,2,2,3,2,2,4,2,2,1,2,2,4,Neutral or Dissatisfied
121106,Male,58,Returning,Business,Business,2521,4,14,3,3,5,5,3,2,5,4,5,5,3,3,5,5,Satisfied
121107,Male,43,Returning,Personal,Business,2521,60,51,2,5,1,1,2,4,1,1,1,5,1,5,3,3,Satisfied
121108,Female,68,Returning,Personal,Business,2402,25,0,4,1,4,5,4,3,4,1,4,3,3,1,3,2,Neutral or Dissatisfied
121109,Female,11,Returning,Personal,Business,2521,0,0,5,3,5,3,4,3,1,4,1,1,4,3,1,5,Neutral or Dissatisfied
121110,Female,60,Returning,Business,Business,2370,0,39,5,3,4,4,5,4,4,3,4,4,4,5,5,4,Satisfied
121111,Male,23,First-time,Business,Business,971,15,0,5,4,4,4,1,4,2,4,2,2,4,4,2,5,Satisfied
121112,Male,47,Returning,Business,Business,2521,0,14,3,3,4,4,3,2,4,4,4,4,3,3,4,4,Satisfied
121113,Female,25,First-time,Business,Business,1444,25,6,4,5,4,5,3,4,1,3,1,1,4,5,1,3,Satisfied
121114,Male,20,Returning,Business,Business,2370,0,0,3,3,4,4,3,3,4,3,4,4,4,3,3,5,Satisfied
121115,Male,28,First-time,Business,Business,2521,0,0,0,0,5,2,1,5,5,4,5,0,3,0,4,4,Satisfied
121116,Female,33,Returning,Business,Business,2370,0,0,2,2,4,4,2,3,4,4,4,4,3,2,5,4,Satisfied
121117,Male,52,Returning,Business,Business,2370,0,0,4,4,3,3,4,4,5,4,5,4,4,4,4,4,Satisfied
121118,Female,49,Returning,Business,Business,2521,40,43,1,1,4,4,1,2,4,3,4,4,5,1,4,4,Satisfied
121119,Male,57,Returning,Business,Business,2402,0,0,3,3,4,4,3,4,4,4,3,5,4,3,4,4,Satisfied
121120,Female,29,First-time,Business,Business,2402,0,0,4,4,3,4,1,3,2,3,1,1,5,4,1,5,Neutral or Dissatisfied
121121,Male,43,Returning,Business,Business,2521,36,49,3,3,2,2,3,4,2,5,2,2,3,3,5,4,Satisfied
121122,Female,46,Returning,Business,Business,2370,0,0,1,1,5,5,1,5,4,5,3,2,5,1,5,5,Satisfied
121123,Female,51,Returning,Business,Business,2402,5,0,4,4,5,5,4,3,5,4,5,5,3,4,4,4,Satisfied
121124,Female,42,Returning,Business,Business,2402,0,17,3,3,4,4,3,5,4,3,4,5,5,3,4,4,Satisfied
121125,Male,60,Returning,Business,Business,2521,0,9,1,1,4,4,1,2,4,5,4,5,3,1,5,4,Satisfied
121126,Male,43,First-time,Business,Economy,1127,8,0,3,3,2,2,3,5,2,4,2,3,1,3,2,4,Neutral or Dissatisfied
121127,Female,43,Returning,Business,Business,2521,11,25,2,2,4,4,2,2,4,4,4,4,3,2,3,5,Satisfied
121128,Male,50,Returning,Business,Business,2402,0,0,1,1,5,5,1,5,4,5,5,4,5,1,5,5,Satisfied
121129,Male,36,Returning,Business,Business,2402,0,0,1,1,4,3,1,5,5,5,3,2,5,1,5,5,Satisfied
121130,Male,49,Returning,Business,Business,2370,0,0,5,5,3,4,5,4,5,4,3,3,4,5,4,4,Satisfied
121131,Female,52,Returning,Business,Economy,2370,0,0,2,2,4,4,2,3,4,2,4,4,2,4,2,4,Neutral or Dissatisfied
121132,Female,40,First-time,Business,Business,853,12,0,5,5,3,5,3,5,5,5,5,5,5,5,5,5,Satisfied
121133,Male,56,Returning,Business,Business,2402,3,19,2,2,5,5,2,3,5,5,5,5,3,2,3,5,Satisfied
121134,Female,39,Returning,Business,Business,2521,32,11,2,1,2,2,1,4,2,4,2,2,5,1,4,4,Satisfied
121135,Male,42,Returning,Business,Business,2370,0,0,4,4,2,2,4,4,2,5,2,2,5,4,4,4,Satisfied
121136,Female,50,Returning,Business,Business,2370,0,0,3,3,4,4,3,3,4,3,5,3,3,3,3,3,Satisfied
121137,Female,20,Returning,Business,Business,2370,60,,2,2,3,3,2,5,3,4,3,3,5,2,3,5,Satisfied
121138,Male,55,Returning,Business,Business,2370,0,0,2,2,4,4,2,2,3,2,4,5,2,2,2,2,Neutral or Dissatisfied
121139,Male,17,Returning,Business,Economy,2521,0,22,1,1,2,1,1,4,2,3,2,2,1,2,4,3,Neutral or Dissatisfied
121140,Female,25,First-time,Business,Business,1014,2,0,0,5,4,5,4,5,4,2,2,2,5,5,2,3,Satisfied
121141,Male,26,Returning,Business,Business,2402,286,330,2,3,4,4,2,3,4,5,4,5,3,2,3,4,Satisfied
121142,Female,54,Returning,Business,Business,2370,0,0,1,1,5,5,1,4,4,4,5,5,4,1,4,4,Satisfied
121143,Male,29,Returning,Business,Business,2521,15,0,3,3,3,4,3,5,5,3,5,5,5,3,5,5,Satisfied
121144,Male,57,Returning,Business,Business,2521,5,0,4,4,3,3,4,3,3,2,3,5,3,3,3,3,Neutral or Dissatisfied
121145,Female,48,First-time,Business,Business,2521,72,,2,2,5,2,4,4,3,2,4,4,4,2,4,3,Neutral or Dissatisfied
121146,Female,38,Returning,Business,Business,2370,1,0,3,5,1,2,5,1,4,1,2,2,1,1,1,1,Neutral or Dissatisfied
121147,Male,55,Returning,Business,Economy,2521,0,0,4,4,4,4,4,3,4,1,4,4,4,4,3,2,Neutral or Dissatisfied
121148,Female,57,Returning,Business,Business,2402,7,0,5,2,4,4,5,4,4,4,5,2,4,5,4,4,Satisfied
121149,Male,49,First-time,Business,Business,2402,294,284,1,1,5,5,1,5,5,4,5,1,3,1,4,4,Neutral or Dissatisfied
121150,Female,42,Returning,Business,Business,2402,4,0,1,1,4,3,1,4,4,4,4,2,4,1,4,4,Satisfied
121151,Female,36,First-time,Business,Economy,853,0,34,2,2,4,4,3,4,4,2,4,2,3,2,3,2,Neutral or Dissatisfied
121152,Female,29,Returning,Business,Business,2521,92,136,4,4,2,2,4,1,2,2,2,2,2,2,3,4,Neutral or Dissatisfied
121153,Female,66,Returning,Business,Economy,2370,133,100,1,1,3,3,1,2,3,2,3,3,2,3,1,4,Neutral or Dissatisfied
121154,Male,21,First-time,Business,Economy,2370,10,21,2,2,5,5,3,3,5,1,5,2,4,2,1,2,Neutral or Dissatisfied
121155,Male,35,Returning,Business,Business,2370,53,22,2,3,3,4,3,4,4,4,1,4,4,4,4,4,Neutral or Dissatisfied
121156,Female,15,Returning,Business,Business,2402,2,24,2,2,2,2,2,3,2,3,2,2,4,2,4,3,Neutral or Dissatisfied
121157,Female,29,First-time,Business,Economy,1410,86,237,4,4,2,2,2,5,2,1,2,3,1,3,2,2,Neutral or Dissatisfied
121158,Male,24,Returning,Business,Economy,2402,0,19,5,1,2,4,1,2,2,3,2,2,4,2,4,3,Neutral or Dissatisfied
121159,Male,46,Returning,Business,Business,2521,0,0,4,4,4,4,4,2,4,4,4,4,3,4,4,5,Satisfied
121160,Male,22,First-time,Business,Business,2402,0,0,1,4,3,4,1,3,2,3,2,2,5,4,2,3,Satisfied
121161,Female,40,Returning,Business,Economy,2521,6,49,1,1,3,3,1,3,3,1,3,3,3,3,4,2,Neutral or Dissatisfied
121162,Male,40,Returning,Business,Economy,902,11,3,3,3,2,2,3,2,2,3,2,2,1,2,3,5,Satisfied
121163,Male,57,Returning,Business,Business,870,0,0,5,5,2,3,5,3,4,4,1,2,3,3,3,3,Neutral or Dissatisfied
121164,Male,55,Returning,Business,Business,902,29,60,5,5,4,4,5,1,4,3,4,3,2,4,2,3,Neutral or Dissatisfied
121165,Male,61,Returning,Business,Business,1021,0,11,2,2,5,5,2,3,5,3,5,5,1,2,5,4,Satisfied
121166,Male,72,First-time,Business,Economy,902,0,0,3,3,1,3,5,1,4,2,4,4,3,3,4,5,Neutral or Dissatisfied
121167,Female,37,Returning,Business,Business,3974,0,,4,4,1,4,4,4,4,4,4,2,4,4,4,4,Neutral or Dissatisfied
121168,Female,59,Returning,Personal,Economy,2370,0,0,4,4,1,1,1,5,1,4,1,4,3,4,3,5,Satisfied
121169,Male,66,Returning,Personal,Economy,2370,43,162,4,4,4,4,3,3,4,5,4,4,3,4,3,4,Satisfied
121170,Male,58,Returning,Personal,Economy,2402,0,0,4,3,4,5,3,5,4,5,4,3,3,3,4,4,Neutral or Dissatisfied
121171,Male,33,Returning,Personal,Economy,2521,0,0,3,4,2,2,3,5,2,2,2,4,3,4,3,2,Satisfied
121172,Female,60,Returning,Personal,Economy,2402,4,4,4,5,2,2,3,2,2,4,2,5,4,5,5,5,Satisfied
121173,Female,28,Returning,Personal,Economy,2370,3,,5,4,5,4,3,5,3,4,3,3,4,4,3,4,Satisfied
121174,Female,50,Returning,Personal,Economy,2521,10,10,1,2,5,4,4,1,5,3,5,2,2,2,1,3,Neutral or Dissatisfied
121175,Male,39,Returning,Personal,Economy,2370,32,18,4,0,3,0,1,4,2,2,2,2,5,0,2,4,Satisfied
121176,Male,62,Returning,Personal,Economy,2521,0,0,4,2,5,2,1,3,3,4,3,3,4,2,3,4,Neutral or Dissatisfied
121177,Male,68,Returning,Personal,Economy,2402,28,30,5,4,4,4,2,3,4,4,4,4,5,4,5,5,Neutral or Dissatisfied
121178,Female,41,Returning,Personal,Economy,2521,36,36,2,3,1,1,4,1,1,2,1,3,1,3,4,4,Neutral or Dissatisfied
121179,Male,58,Returning,Personal,Economy,2402,0,0,4,1,4,1,3,4,1,4,1,1,5,1,1,4,Neutral or Dissatisfied
121180,Male,33,Returning,Personal,Economy,2521,24,23,2,2,1,2,4,5,1,4,1,2,3,1,1,3,Neutral or Dissatisfied
121181,Female,39,Returning,Personal,Economy,2521,6,52,3,2,3,3,5,3,3,4,3,2,1,3,4,5,Neutral or Dissatisfied
121182,Male,57,Returning,Personal,Economy,2370,93,80,5,1,5,1,1,4,1,2,1,1,4,1,1,5,Neutral or Dissatisfied
121183,Female,21,Returning,Personal,Economy,2370,0,41,4,2,2,3,5,4,2,4,2,2,4,2,5,5,Neutral or Dissatisfied
121184,Female,62,Returning,Personal,Economy,2402,0,17,3,3,5,5,5,2,5,3,5,3,3,3,2,1,Neutral or Dissatisfied
121185,Female,51,Returning,Personal,Economy,2521,0,0,4,2,1,1,4,3,1,3,1,2,4,2,3,4,Neutral or Dissatisfied
121186,Female,53,Returning,Personal,Economy,2370,69,65,4,1,5,5,3,4,5,2,5,1,1,1,2,4,Neutral or Dissatisfied
121187,Female,64,Returning,Personal,Economy,2402,0,0,2,0,3,3,3,2,3,4,3,0,2,0,1,4,Satisfied
121188,Male,68,Returning,Personal,Economy,2521,0,0,2,2,2,2,2,5,2,3,2,2,1,2,2,2,Neutral or Dissatisfied
121189,Male,33,Returning,Personal,Economy,2402,56,51,1,3,4,3,3,4,2,1,2,2,4,3,2,4,Neutral or Dissatisfied
121190,Male,35,Returning,Personal,Economy,2521,32,27,1,2,4,4,2,3,4,1,4,2,2,2,3,3,Neutral or Dissatisfied
121191,Female,64,Returning,Personal,Economy,2370,0,0,5,3,3,4,4,2,4,3,4,2,2,3,2,1,Neutral or Dissatisfied
121192,Female,7,Returning,Personal,Economy,2521,0,,2,4,1,4,2,1,1,5,1,1,2,3,1,1,Neutral or Dissatisfied
121193,Male,57,Returning,Personal,Economy,2521,160,165,3,1,4,4,3,1,4,2,4,1,1,1,3,3,Neutral or Dissatisfied
121194,Female,67,Returning,Personal,Economy,2402,110,157,4,4,1,1,1,2,1,2,1,4,5,3,3,3,Neutral or Dissatisfied
121195,Female,16,Returning,Personal,Economy,2402,2,3,4,1,5,3,2,5,5,4,5,1,3,1,3,4,Neutral or Dissatisfied
121196,Male,62,Returning,Personal,Economy,2521,7,30,5,4,1,1,3,3,1,5,1,4,4,4,5,4,Neutral or Dissatisfied
121197,Male,56,Returning,Personal,Economy,2402,0,1,0,3,2,2,1,3,2,5,2,3,4,3,4,4,Neutral or Dissatisfied
121198,Male,50,Returning,Personal,Economy,2402,13,56,5,3,3,1,1,4,3,5,3,3,3,3,3,5,Neutral or Dissatisfied
121199,Female,39,Returning,Personal,Economy,2402,0,0,4,3,4,3,2,4,5,5,5,5,5,3,5,4,Neutral or Dissatisfied
121200,Male,41,Returning,Personal,Economy,2521,0,16,3,2,3,1,4,2,3,3,3,2,1,2,3,3,Neutral or Dissatisfied
121201,Female,63,Returning,Business,Economy Plus,2521,107,,4,4,4,2,4,3,2,3,4,3,3,3,3,3,Neutral or Dissatisfied
